customer_id,name,gender,age,city,signup_date,referral_source
CUST01092,Gaurav Thakkar,Female,59,Hyderabad,2024-12-03,TV Ad
CUST01093,Bhavani Kaul,Male,23,Pimpri-Chinchwad,2024-01-11,Friend Referral
CUST01094,Yoshita Deep,Female,59,Chennai,2022-03-09,Facebook
CUST01095,Aarav Ghosh,Female,26,Indore,2021-02-12,Direct Visit
CUST01096,Tanveer Bawa,Female,39,Ghaziabad,2020-02-26,Facebook
CUST01097,Charvi Kala,Female,44,Pune,2024-06-29,Google Ads
CUST01098,Jeremiah Gokhale,Female,20,Bengaluru,2023-11-17,Email Campaign
CUST01099,Hemang Nazareth,Male,62,Ghaziabad,2020-11-08,Instagram
CUST01100,Vyanjana De,Male,19,Ahmedabad,2024-07-15,Instagram
CUST01101,Barkha Sarin,Male,63,Chennai,2022-05-08,Instagram
CUST01102,Viraj Shetty,Male,41,Ghaziabad,2020-03-06,Email Campaign
CUST01103,Warhi Zachariah,Female,44,Pune,2022-10-24,Email Campaign
CUST01104,Farhan Gera,Male,58,Bhopal,2020-03-05,Facebook
CUST01105,Faraj Bahl,Male,19,Bengaluru,2021-07-29,Friend Referral
CUST01106,Bhavini Chada,Female,58,Ghaziabad,2021-10-27,Newspaper Ad
CUST01107,Tamanna Deo,Female,32,Indore,2020-10-22,Google Ads
CUST01108,Hiral Nayar,Female,25,Ludhiana,2021-02-01,Instagram
CUST01109,Baghyawati Goswami,Female,55,Bengaluru,2023-10-02,Email Campaign
CUST01110,Tanmayi Anne,Female,51,Vadodara,2021-07-20,Facebook
CUST01111,Widisha Ghosh,Male,31,Bengaluru,2024-11-17,Newspaper Ad
CUST01112,Kai Nagy,Female,57,Ahmedabad,2020-03-31,Facebook
CUST01113,Zarna Tripathi,Male,54,Bhopal,2022-03-06,Newspaper Ad
CUST01114,Caleb Varty,Female,46,Chennai,2022-09-28,Newspaper Ad
CUST01115,Kiaan Grewal,Female,63,Lucknow,2020-05-05,Facebook
CUST01116,Ishwar Kapoor,Male,51,Ghaziabad,2021-11-01,Instagram
CUST01117,Chakradev Parsa,Male,34,Ludhiana,2021-09-10,Google Ads
CUST01118,Hamsini Sastry,Male,31,Ghaziabad,2024-11-29,TV Ad
CUST01119,Naksh Rama,Male,41,Mumbai,2023-09-14,TV Ad
CUST01120,Shaurya De,Female,54,Agra,2021-06-11,Instagram
CUST01121,Fitan Sethi,Male,40,Jaipur,2022-06-09,Google Ads
CUST01122,Om Hegde,Male,43,Agra,2024-10-27,Friend Referral
CUST01123,Vasana Kuruvilla,Male,26,Visakhapatnam,2022-08-29,Friend Referral
CUST01124,Saksham Savant,Male,43,Ghaziabad,2020-09-09,Direct Visit
CUST01125,Laban Suri,Male,30,Ludhiana,2022-09-23,Instagram
CUST01126,Parth Chaudry,Male,33,Agra,2024-09-10,Newspaper Ad
CUST01127,Advaith Bose,Female,41,Kolkata,2023-12-23,Facebook
CUST01128,Ishani Narayanan,Female,24,Visakhapatnam,2021-08-01,Newspaper Ad
CUST01129,Frederick Bumb,Male,18,Delhi,2020-10-01,Facebook
CUST01130,Fitan Gopal,Female,28,Jaipur,2020-11-14,Direct Visit
CUST01131,Amol Cheema,Female,59,Bhopal,2021-05-05,Newspaper Ad
CUST01132,Thomas Virk,Female,57,Patna,2021-06-30,Facebook
CUST01133,Advaith Bakshi,Male,46,Ahmedabad,2022-08-11,Friend Referral
CUST01134,Leena Nadig,Male,23,Ahmedabad,2024-08-14,TV Ad
CUST01135,Ekta Sarraf,Male,20,Hyderabad,2021-03-25,Friend Referral
CUST01136,Radha Solanki,Female,40,Jaipur,2020-06-24,Email Campaign
CUST01137,Vivaan Biswas,Male,53,Indore,2023-08-11,Email Campaign
CUST01138,Yash Srinivas,Male,33,Bengaluru,2023-08-08,Email Campaign
CUST01139,Vasana Bhardwaj,Male,21,Kanpur,2024-07-24,Instagram
CUST01140,Yashoda Handa,Male,55,Delhi,2020-10-14,Newspaper Ad
CUST01141,Vrishti Natarajan,Female,56,Delhi,2023-09-27,TV Ad
CUST01142,Triya Dara,Male,35,Lucknow,2020-08-21,Newspaper Ad
CUST01143,Girindra Prashad,Male,64,Thane,2024-06-24,Newspaper Ad
CUST01144,Shravya Khare,Male,36,Nagpur,2020-09-12,Instagram
CUST01145,Ekbal Kapadia,Male,38,Bhopal,2020-03-06,Facebook
CUST01146,Karan Pandya,Female,47,Chennai,2021-06-18,Google Ads
CUST01147,Brijesh Chad,Male,26,Ahmedabad,2024-01-14,Friend Referral
CUST01148,Yoshita Walla,Male,54,Pune,2021-08-29,Friend Referral
CUST01149,Veda Dhawan,Male,29,Mumbai,2023-12-09,Friend Referral
CUST01150,Christopher Tata,Female,36,Lucknow,2023-01-19,Direct Visit
CUST01151,Udant Behl,Male,18,Mumbai,2020-08-02,Friend Referral
CUST01152,Eiravati Chakraborty,Male,21,Kolkata,2021-12-21,Direct Visit
CUST01153,Leela Sachdeva,Male,49,Mumbai,2021-04-30,Direct Visit
CUST01154,Azaan Kumer,Male,48,Bhopal,2020-08-24,Email Campaign
CUST01155,Aditya Shetty,Female,40,Ahmedabad,2022-01-20,Email Campaign
CUST01156,Damini Majumdar,Male,36,Ahmedabad,2020-10-30,Friend Referral
CUST01157,Advay Sahota,Male,24,Jaipur,2020-04-03,Direct Visit
CUST01158,Thomas Raja,Male,22,Vadodara,2024-05-05,Friend Referral
CUST01159,Rajeshri Shah,Female,46,Indore,2024-06-15,Newspaper Ad
CUST01160,Elijah Karnik,Female,56,Chennai,2021-05-13,Direct Visit
CUST01161,Qadim Puri,Male,30,Kolkata,2021-12-22,Email Campaign
CUST01162,Keya Sehgal,Male,54,Vadodara,2021-03-16,Newspaper Ad
CUST01163,Ishaan Rau,Male,55,Kanpur,2022-05-27,Google Ads
CUST01164,Bina Bobal,Male,37,Pimpri-Chinchwad,2024-09-06,Newspaper Ad
CUST01165,Barkha Roy,Female,31,Ghaziabad,2022-05-27,Email Campaign
CUST01166,Ethan Toor,Female,33,Bhopal,2024-12-16,Friend Referral
CUST01167,Sudiksha Baral,Male,48,Mumbai,2021-05-20,Friend Referral
CUST01168,Aishani Kannan,Male,55,Kolkata,2020-08-13,Google Ads
CUST01169,Aarav Sundaram,Female,48,Vadodara,2022-05-06,TV Ad
CUST01170,Omisha Kumar,Female,52,Vadodara,2023-09-22,Instagram
CUST01171,Qarin Mandal,Male,20,Thane,2020-06-02,Newspaper Ad
CUST01172,Girindra Bala,Male,20,Kanpur,2020-08-21,Google Ads
CUST01173,Abhiram Sundaram,Female,42,Lucknow,2022-09-17,TV Ad
CUST01174,Bhavna Deshpande,Male,18,Kanpur,2021-02-03,Google Ads
CUST01175,Orinder Singhal,Male,46,Hyderabad,2022-02-17,TV Ad
CUST01176,Dayita Dora,Male,45,Kanpur,2023-01-27,Direct Visit
CUST01177,Yuvraj Rajagopal,Female,50,Pimpri-Chinchwad,2022-03-15,Newspaper Ad
CUST01178,Vincent Ganguly,Female,50,Lucknow,2023-02-06,Friend Referral
CUST01179,Oviya Manne,Female,45,Pune,2020-10-31,Email Campaign
CUST01180,Falguni Kashyap,Male,57,Patna,2021-06-08,Google Ads
CUST01181,Varenya Karpe,Male,28,Kolkata,2024-10-01,Facebook
CUST01182,Chatresh Sehgal,Female,60,Agra,2021-04-22,Newspaper Ad
CUST01183,Krish Prashad,Male,18,Pune,2023-01-05,Email Campaign
CUST01184,Kevin Dugal,Male,62,Pimpri-Chinchwad,2022-02-06,Facebook
CUST01185,Zinal Singhal,Male,22,Pimpri-Chinchwad,2022-08-04,Google Ads
CUST01186,Wishi Parekh,Male,43,Ludhiana,2021-02-22,Email Campaign
CUST01187,Jatin Pal,Female,26,Vadodara,2021-10-23,Friend Referral
CUST01188,Leela Sabharwal,Male,24,Kolkata,2022-06-13,TV Ad
CUST01189,Chandresh Zacharia,Male,60,Delhi,2020-05-11,Newspaper Ad
CUST01190,Nihal Goel,Female,26,Ahmedabad,2024-06-04,Facebook
CUST01191,Arjun Solanki,Male,56,Chennai,2023-06-21,Google Ads
CUST01192,Gautam Ganesh,Male,45,Kolkata,2024-01-04,Instagram
CUST01193,Anvi Garg,Female,45,Pimpri-Chinchwad,2020-11-24,Newspaper Ad
CUST01194,Pranit Prakash,Female,29,Mumbai,2023-05-03,TV Ad
CUST01195,Kashvi Roy,Male,39,Chennai,2024-01-15,Instagram
CUST01196,Om Parmar,Female,47,Bhopal,2023-07-29,Email Campaign
CUST01197,Dakshesh Bhasin,Male,36,Kolkata,2022-10-07,Friend Referral
CUST01198,Advay Lall,Male,40,Kanpur,2023-12-14,Direct Visit
CUST01199,Joshua Brahmbhatt,Male,42,Hyderabad,2024-07-27,Google Ads
CUST01200,Sai Sandal,Male,51,Kolkata,2024-10-16,Instagram
CUST01201,Yashasvi Lal,Female,42,Lucknow,2023-01-22,Email Campaign
CUST01202,Harshil Reddy,Male,36,Hyderabad,2024-02-02,Facebook
CUST01203,Gaurangi Tripathi,Female,50,Kanpur,2020-10-30,Instagram
CUST01204,Umang Vala,Female,32,Nagpur,2022-10-23,Email Campaign
CUST01205,Mason Narain,Female,51,Indore,2022-04-16,Facebook
CUST01206,Abeer Gopal,Male,19,Patna,2022-01-19,TV Ad
CUST01207,Finn Dalal,Male,30,Ghaziabad,2020-10-15,Friend Referral
CUST01208,Omaja Kohli,Female,57,Kolkata,2021-10-26,Google Ads
CUST01209,Zayan Ahuja,Female,41,Bhopal,2024-03-22,Facebook
CUST01210,Divya Bhattacharyya,Female,61,Mumbai,2023-06-26,Direct Visit
CUST01211,Harita Sahota,Female,53,Indore,2021-01-26,Direct Visit
CUST01212,Nilima Sharaf,Female,55,Nagpur,2020-01-04,Newspaper Ad
CUST01213,Divya Guha,Male,43,Indore,2024-10-14,Facebook
CUST01214,Oscar Ravel,Female,23,Patna,2024-11-28,Newspaper Ad
CUST01215,Edhitha Zachariah,Female,30,Visakhapatnam,2023-07-03,Facebook
CUST01216,Vihaan Ratta,Female,23,Ghaziabad,2022-11-19,Email Campaign
CUST01217,Anthony Ray,Female,29,Patna,2024-02-23,TV Ad
CUST01218,Jackson Kuruvilla,Male,28,Ghaziabad,2021-06-22,Direct Visit
CUST01219,Watika Seshadri,Female,41,Chennai,2021-10-09,Google Ads
CUST01220,Unnati Barman,Female,59,Kolkata,2022-09-10,Facebook
CUST01221,Ayushman Buch,Female,48,Delhi,2022-02-03,TV Ad
CUST01222,Urvashi Saxena,Male,31,Thane,2023-12-11,Google Ads
CUST01223,Quincy Natt,Female,36,Thane,2022-06-30,TV Ad
CUST01224,Agastya Borde,Female,25,Visakhapatnam,2024-03-09,Friend Referral
CUST01225,Bhavna Ratta,Male,31,Chennai,2020-12-04,Instagram
CUST01226,Abdul Palan,Female,48,Nashik,2023-06-15,Newspaper Ad
CUST01227,Aishani Upadhyay,Male,52,Agra,2024-05-25,Google Ads
CUST01228,Sanaya Sahota,Female,37,Nashik,2021-05-17,Instagram
CUST01229,Banjeet Kota,Male,40,Nashik,2022-09-16,Direct Visit
CUST01230,Pahal Om,Male,19,Jaipur,2024-08-17,TV Ad
CUST01231,Vidhi Kanda,Male,45,Ghaziabad,2021-11-05,Google Ads
CUST01232,Eiravati Kale,Female,31,Nashik,2020-02-25,Direct Visit
CUST01233,Ojasvi Chanda,Female,61,Pune,2023-07-27,Instagram
CUST01234,Ekiya Gaba,Male,54,Hyderabad,2021-07-02,Instagram
CUST01235,Chakradhar Patla,Female,20,Hyderabad,2023-07-20,Instagram
CUST01236,Lavanya Wagle,Male,48,Agra,2023-01-17,Newspaper Ad
CUST01237,Ekanta Gill,Male,63,Visakhapatnam,2021-04-24,Google Ads
CUST01238,Suhani Buch,Female,31,Visakhapatnam,2021-06-15,Instagram
CUST01239,Bhavini Chaudhuri,Male,37,Agra,2021-01-04,TV Ad
CUST01240,Ojasvi Srivastava,Male,25,Nagpur,2020-07-09,Email Campaign
CUST01241,Balvan Bhatti,Female,52,Visakhapatnam,2023-02-11,Email Campaign
CUST01242,Chandresh Mitter,Male,65,Agra,2024-09-09,Facebook
CUST01243,Tanmayi Kapoor,Female,40,Indore,2021-05-03,Newspaper Ad
CUST01244,George Naik,Male,65,Lucknow,2021-03-23,Friend Referral
CUST01245,Ati Maharaj,Female,43,Agra,2021-04-25,Direct Visit
CUST01246,Isaac Majumdar,Male,46,Ludhiana,2022-07-03,Direct Visit
CUST01247,Hema Bhatia,Female,31,Nashik,2023-11-03,TV Ad
CUST01248,Sneha Rastogi,Female,57,Pune,2024-12-27,Email Campaign
CUST01249,Jyoti Rau,Female,23,Nashik,2023-10-13,Newspaper Ad
CUST01250,Chanakya Khanna,Female,34,Pune,2024-05-21,Newspaper Ad
CUST01251,Banjeet Johal,Female,65,Bengaluru,2021-10-02,Instagram
CUST01252,Sarthak Varty,Female,32,Kolkata,2024-03-31,Direct Visit
CUST01253,Max Nori,Female,23,Kolkata,2021-04-24,Google Ads
CUST01254,Amara Sibal,Male,25,Thane,2021-04-16,Google Ads
CUST01255,Arjun Ramesh,Female,30,Visakhapatnam,2022-12-06,Newspaper Ad
CUST01256,Ishwar Vyas,Male,24,Agra,2020-02-02,Facebook
CUST01257,Ekbal Kunda,Male,48,Ghaziabad,2022-03-07,TV Ad
CUST01258,Zayyan Tata,Male,38,Ahmedabad,2023-06-03,Direct Visit
CUST01259,Laksh Samra,Male,65,Delhi,2024-06-27,Google Ads
CUST01260,Arya Sekhon,Male,19,Bengaluru,2020-08-16,Newspaper Ad
CUST01261,Yuvraj Sampath,Male,32,Ahmedabad,2023-06-27,Friend Referral
CUST01262,Chavvi Raja,Male,43,Hyderabad,2024-11-21,Newspaper Ad
CUST01263,Vasudha Sethi,Female,55,Pimpri-Chinchwad,2022-03-27,Instagram
CUST01264,Udyati Patil,Female,34,Delhi,2024-06-20,TV Ad
CUST01265,Bachittar Ben,Female,37,Vadodara,2020-06-22,TV Ad
CUST01266,Ansh Rajagopalan,Male,58,Chennai,2021-05-18,Email Campaign
CUST01267,Nathaniel Pathak,Male,34,Ludhiana,2022-03-19,Instagram
CUST01268,Balvan Andra,Male,51,Ahmedabad,2024-02-20,Friend Referral
CUST01269,Anamika Rastogi,Male,23,Hyderabad,2021-12-04,Facebook
CUST01270,Chanchal Lad,Male,34,Bengaluru,2024-11-14,Newspaper Ad
CUST01271,Vamakshi Iyer,Male,60,Indore,2020-10-22,TV Ad
CUST01272,Utkarsh Mahal,Female,33,Pune,2024-12-07,Friend Referral
CUST01273,Azaan Deep,Male,52,Vadodara,2020-11-26,TV Ad
CUST01274,Anita Lanka,Male,38,Hyderabad,2023-10-12,Newspaper Ad
CUST01275,Balveer Patla,Male,59,Bengaluru,2024-09-28,Facebook
CUST01276,Eesha Bhatti,Male,44,Kolkata,2022-05-27,Newspaper Ad
CUST01277,Avni Badami,Male,32,Kolkata,2021-12-08,Email Campaign
CUST01278,Frado Ramakrishnan,Male,54,Kolkata,2020-03-26,Google Ads
CUST01279,Rehaan Radhakrishnan,Male,36,Pune,2024-05-30,Google Ads
CUST01280,Bachittar Raj,Male,63,Bhopal,2020-02-03,Facebook
CUST01281,Jeevika Rajagopal,Male,34,Nagpur,2022-06-29,Google Ads
CUST01282,Aarnav Thaker,Female,42,Visakhapatnam,2023-12-08,Friend Referral
CUST01283,Charles Borra,Male,55,Kanpur,2024-02-21,Facebook
CUST01284,Ladli Dube,Female,22,Kolkata,2023-11-02,Newspaper Ad
CUST01285,Veer Gokhale,Male,44,Visakhapatnam,2024-11-08,Facebook
CUST01286,Champak Lala,Male,43,Ludhiana,2024-11-27,Google Ads
CUST01287,Peter Varma,Male,58,Agra,2020-04-22,Friend Referral
CUST01288,Caleb Luthra,Male,38,Pimpri-Chinchwad,2021-05-18,Email Campaign
CUST01289,Dayamai Bhagat,Male,32,Mumbai,2023-01-03,Google Ads
CUST01290,Patrick Chand,Male,37,Jaipur,2021-10-29,Email Campaign
CUST01291,Megha Chand,Male,52,Ahmedabad,2020-05-16,Email Campaign
CUST01292,Qasim Issac,Male,55,Agra,2022-09-25,TV Ad
CUST01293,Warhi Bir,Female,43,Patna,2023-09-20,Email Campaign
CUST01294,Ayaan Kumer,Male,41,Bhopal,2023-10-13,Email Campaign
CUST01295,Luke Edwin,Female,57,Kolkata,2022-04-13,Newspaper Ad
CUST01296,Dipta Bali,Female,41,Pune,2024-02-06,Google Ads
CUST01297,Darika Mital,Male,59,Patna,2023-01-01,Newspaper Ad
CUST01298,Chakrika Sankaran,Female,29,Nashik,2021-11-18,TV Ad
CUST01299,Ekavir Bobal,Male,35,Hyderabad,2023-02-20,TV Ad
CUST01300,Peter Konda,Female,50,Chennai,2023-11-13,Newspaper Ad
CUST01301,Rishi Khurana,Female,48,Pimpri-Chinchwad,2022-05-19,Instagram
CUST01302,Rajata Balan,Male,21,Chennai,2023-02-02,Google Ads
CUST01303,Aishani Desai,Male,43,Thane,2022-05-03,Facebook
CUST01304,Upma Sarraf,Male,61,Agra,2021-12-07,Email Campaign
CUST01305,Yuvraj Toor,Male,60,Kolkata,2022-05-19,Google Ads
CUST01306,Amaira Parikh,Male,51,Mumbai,2023-06-12,TV Ad
CUST01307,Kashvi Mitter,Male,46,Bengaluru,2021-09-25,Direct Visit
CUST01308,Harita Gupta,Male,40,Patna,2021-04-13,Newspaper Ad
CUST01309,Lohit Ravel,Male,55,Bengaluru,2020-11-08,TV Ad
CUST01310,Omisha Pai,Female,53,Visakhapatnam,2024-12-11,Friend Referral
CUST01311,Dhruv Parmar,Male,46,Indore,2023-02-23,TV Ad
CUST01312,Mitesh Rege,Male,24,Thane,2020-06-24,Instagram
CUST01313,Vaishnavi Dar,Male,30,Lucknow,2024-01-11,Facebook
CUST01314,Sachi Koshy,Male,64,Kanpur,2022-07-21,Instagram
CUST01315,Kabir Mangat,Male,40,Mumbai,2021-07-16,Friend Referral
CUST01316,Unnati Kunda,Female,43,Patna,2023-10-21,Google Ads
CUST01317,Diya Baria,Female,58,Lucknow,2024-04-24,Direct Visit
CUST01318,Nandini Hegde,Male,42,Ahmedabad,2020-11-04,Email Campaign
CUST01319,Ekantika Gour,Female,49,Kanpur,2023-04-26,Friend Referral
CUST01320,Hemani Ganesan,Female,45,Mumbai,2024-11-09,Email Campaign
CUST01321,Isaiah De,Female,35,Indore,2021-05-30,Direct Visit
CUST01322,Tanay Bhatnagar,Female,26,Pune,2022-11-01,TV Ad
CUST01323,Netra Chowdhury,Male,37,Ghaziabad,2020-04-09,Newspaper Ad
CUST01324,Ethan Samra,Male,42,Visakhapatnam,2020-03-01,Facebook
CUST01325,Farhan Sankaran,Male,18,Vadodara,2024-03-27,Facebook
CUST01326,Kabir Buch,Female,48,Mumbai,2024-08-30,Instagram
CUST01327,Krisha Karnik,Female,32,Ahmedabad,2022-09-18,Google Ads
CUST01328,Abeer Dara,Male,59,Indore,2024-11-20,Direct Visit
CUST01329,Suhani Bora,Male,58,Pimpri-Chinchwad,2020-02-02,Facebook
CUST01330,Aadi Devan,Male,47,Lucknow,2020-04-01,Instagram
CUST01331,Ijaya Gola,Male,48,Ghaziabad,2022-12-17,Instagram
CUST01332,Tejas Tata,Female,62,Nashik,2022-12-23,Google Ads
CUST01333,Janya Bala,Male,25,Nagpur,2021-05-18,Email Campaign
CUST01334,Indali Tara,Female,44,Ahmedabad,2022-09-20,Direct Visit
CUST01335,Chavvi Boase,Male,31,Nashik,2020-11-14,Email Campaign
CUST01336,Anthony Mohan,Male,51,Bengaluru,2023-06-20,Google Ads
CUST01337,Aarush Khalsa,Female,60,Ghaziabad,2020-12-04,Direct Visit
CUST01338,Ishwar Sarma,Female,32,Kolkata,2024-12-10,Google Ads
CUST01339,Ladli Nagi,Female,52,Ghaziabad,2020-09-13,Friend Referral
CUST01340,Zaid Varughese,Male,40,Jaipur,2022-08-18,Facebook
CUST01341,Brinda Rege,Female,18,Pune,2024-10-09,Friend Referral
CUST01342,Aishani Bail,Male,52,Hyderabad,2020-03-17,Friend Referral
CUST01343,Andrew Thaman,Male,36,Ahmedabad,2020-05-19,TV Ad
CUST01344,Mason Bandi,Male,21,Jaipur,2023-11-13,Facebook
CUST01345,Shravya Baria,Female,64,Chennai,2022-11-03,Friend Referral
CUST01346,Nikita Ramakrishnan,Female,61,Bengaluru,2021-05-21,Newspaper Ad
CUST01347,Azaan Dalal,Male,45,Nagpur,2024-05-27,TV Ad
CUST01348,Hredhaan Deo,Male,38,Pimpri-Chinchwad,2022-07-05,Google Ads
CUST01349,Gavin Khalsa,Male,48,Chennai,2021-09-28,Instagram
CUST01350,Abhiram Bajwa,Male,31,Vadodara,2021-06-03,Google Ads
CUST01351,Ekaraj Tak,Male,19,Kanpur,2024-09-22,TV Ad
CUST01352,Vinaya Kapadia,Male,59,Vadodara,2022-11-27,Facebook
CUST01353,Yashawini Som,Female,20,Bhopal,2020-12-16,Direct Visit
CUST01354,Patrick Kanda,Female,23,Bengaluru,2023-11-23,TV Ad
CUST01355,Sneha Garde,Female,24,Indore,2022-12-22,Direct Visit
CUST01356,Eesha Kurian,Female,65,Agra,2022-07-20,Facebook
CUST01357,Nakul Gade,Male,45,Vadodara,2024-04-12,Google Ads
CUST01358,Yagnesh Gade,Female,51,Ludhiana,2020-03-02,Facebook
CUST01359,Omkaar Mane,Female,49,Bhopal,2024-10-01,Facebook
CUST01360,Amruta Dyal,Male,30,Visakhapatnam,2020-04-01,TV Ad
CUST01361,Charles Borra,Male,52,Lucknow,2021-08-19,Newspaper Ad
CUST01362,Janani Mahal,Male,37,Mumbai,2024-01-29,Instagram
CUST01363,Dipta Dewan,Male,53,Visakhapatnam,2023-01-17,TV Ad
CUST01364,Ijaya Mukherjee,Female,20,Ghaziabad,2022-01-06,Google Ads
CUST01365,Adya Gara,Female,54,Vadodara,2020-08-18,Newspaper Ad
CUST01366,Akshay Yogi,Female,36,Kanpur,2022-10-30,TV Ad
CUST01367,Meera Rege,Male,20,Delhi,2023-04-19,Newspaper Ad
CUST01368,Pranit Jhaveri,Female,34,Nagpur,2021-04-06,Newspaper Ad
CUST01369,Amol Bath,Male,38,Bhopal,2024-05-07,Friend Referral
CUST01370,Watika Ramaswamy,Female,26,Indore,2020-02-08,Newspaper Ad
CUST01371,Chakradev Bhatti,Male,38,Jaipur,2024-09-19,Friend Referral
CUST01372,Elijah Keer,Female,49,Agra,2020-09-25,Friend Referral
CUST01373,Viraj Desai,Female,54,Bhopal,2024-02-29,Facebook
CUST01374,Wridesh Bains,Male,34,Thane,2024-09-23,Google Ads
CUST01375,Zaid Shenoy,Female,34,Ghaziabad,2022-10-15,Newspaper Ad
CUST01376,Lopa Swamy,Female,57,Kanpur,2023-03-19,Google Ads
CUST01377,Saanvi Chahal,Male,34,Pune,2021-11-10,Direct Visit
CUST01378,Ira Golla,Male,53,Visakhapatnam,2024-01-15,Instagram
CUST01379,Mason Chauhan,Female,57,Ahmedabad,2022-04-05,Friend Referral
CUST01380,Sara Deshmukh,Female,22,Hyderabad,2024-12-02,Instagram
CUST01381,Patrick Uppal,Male,32,Kanpur,2024-11-20,TV Ad
CUST01382,Amrita Bumb,Female,56,Ghaziabad,2021-07-17,Facebook
CUST01383,Inaya Jayaraman,Female,25,Bengaluru,2020-12-15,Facebook
CUST01384,Anmol Joshi,Female,27,Patna,2023-12-23,Facebook
CUST01385,Mitali Edwin,Female,42,Visakhapatnam,2020-03-05,Friend Referral
CUST01386,Aachal Kohli,Female,44,Ahmedabad,2020-08-30,Email Campaign
CUST01387,Dominic De,Male,30,Agra,2021-02-09,Email Campaign
CUST01388,Siya Natarajan,Male,45,Pune,2024-06-28,Instagram
CUST01389,Jagrati Rajagopal,Male,18,Jaipur,2023-07-28,Google Ads
CUST01390,Max Basu,Female,22,Delhi,2020-07-12,Facebook
CUST01391,Onveer Khanna,Female,42,Hyderabad,2023-12-15,Email Campaign
CUST01392,Harsh Palla,Female,21,Vadodara,2024-04-11,Newspaper Ad
CUST01393,Ronith Biswas,Female,23,Patna,2021-11-27,Facebook
CUST01394,Darpan Sahota,Female,65,Agra,2024-02-04,TV Ad
CUST01395,Unni Talwar,Female,18,Thane,2021-04-23,Friend Referral
CUST01396,Jai Gara,Female,34,Pimpri-Chinchwad,2023-05-18,Google Ads
CUST01397,Ikshita Maharaj,Female,32,Jaipur,2024-11-02,Email Campaign
CUST01398,Gunbir Kaul,Male,45,Vadodara,2024-04-05,Google Ads
CUST01399,Ridhi Kurian,Male,64,Ludhiana,2023-06-22,Email Campaign
CUST01400,Isaac Brahmbhatt,Male,57,Kolkata,2021-11-23,Friend Referral
CUST01401,Mohini Shetty,Female,22,Bhopal,2024-07-05,Newspaper Ad
CUST01402,Samar Agate,Male,19,Vadodara,2022-03-15,Facebook
CUST01403,Harita Sandal,Female,26,Kanpur,2021-12-26,Google Ads
CUST01404,Janya Nadkarni,Female,51,Kolkata,2022-03-22,Newspaper Ad
CUST01405,Odika Rana,Female,26,Jaipur,2021-04-10,Email Campaign
CUST01406,Aarini Jani,Female,57,Ghaziabad,2023-08-31,Facebook
CUST01407,Rudra Nadkarni,Female,59,Patna,2022-12-28,TV Ad
CUST01408,Zaitra Kata,Female,26,Ludhiana,2024-09-09,Instagram
CUST01409,Amaira Karnik,Female,62,Bengaluru,2023-01-30,TV Ad
CUST01410,Aradhana Lall,Female,23,Ahmedabad,2024-09-26,Google Ads
CUST01411,Dalaja Khalsa,Male,57,Kolkata,2020-01-01,TV Ad
CUST01412,Ekaja Ganesan,Male,40,Mumbai,2024-09-27,Google Ads
CUST01413,Rachit Keer,Male,27,Chennai,2022-08-12,Google Ads
CUST01414,Hemani Kulkarni,Male,51,Chennai,2024-07-23,Email Campaign
CUST01415,Amol Bail,Female,33,Mumbai,2020-12-20,Email Campaign
CUST01416,Bishakha Divan,Male,19,Jaipur,2023-12-12,Instagram
CUST01417,Lajita Chand,Male,31,Visakhapatnam,2024-05-19,Newspaper Ad
CUST01418,Dhruv Sastry,Female,25,Pimpri-Chinchwad,2024-01-10,Facebook
CUST01419,Falan Chahal,Female,23,Pune,2021-07-03,Friend Referral
CUST01420,Ranveer Deo,Male,48,Delhi,2021-01-08,Facebook
CUST01421,Ekantika Agate,Female,57,Jaipur,2022-11-25,Newspaper Ad
CUST01422,Jacob Toor,Female,28,Delhi,2020-05-20,Facebook
CUST01423,Chatura Dugar,Male,55,Pune,2020-06-11,Facebook
CUST01424,Om Hegde,Female,48,Kanpur,2020-06-07,TV Ad
CUST01425,Vidhi Sen,Male,21,Delhi,2022-10-03,Friend Referral
CUST01426,Kashvi Lad,Male,38,Mumbai,2022-11-20,Newspaper Ad
CUST01427,Onkar Kurian,Male,50,Chennai,2024-08-08,Direct Visit
CUST01428,Ansh Cherian,Female,49,Agra,2024-01-14,Facebook
CUST01429,Jason Natarajan,Female,33,Bhopal,2022-03-13,Direct Visit
CUST01430,Chaaya Palan,Male,43,Bengaluru,2022-04-27,Facebook
CUST01431,Harish Pal,Female,28,Kolkata,2023-04-02,Google Ads
CUST01432,Megha Biswas,Female,61,Pimpri-Chinchwad,2023-05-13,TV Ad
CUST01433,Ishani Kade,Male,61,Pimpri-Chinchwad,2023-08-28,Direct Visit
CUST01434,Wriddhish Tak,Male,54,Ghaziabad,2023-02-15,Facebook
CUST01435,Yuvraj Chadha,Male,21,Ahmedabad,2021-03-17,Instagram
CUST01436,Ucchal Wable,Male,40,Ahmedabad,2023-08-28,Instagram
CUST01437,Hemal Edwin,Female,25,Pune,2023-04-05,Direct Visit
CUST01438,Keya Seth,Male,47,Nagpur,2023-08-04,TV Ad
CUST01439,Divya Devan,Female,33,Patna,2020-03-08,TV Ad
CUST01440,Vyanjana Wable,Female,26,Pimpri-Chinchwad,2022-02-06,Direct Visit
CUST01441,Hardik Sachar,Male,40,Indore,2020-03-18,Facebook
